"","cik","Score","year","distance","cik_str","sic","Revenue","Total.Assets","MV","TobinsQ_1","TobinsQ_2","TobinsQ.before","RevenueGrowth","RevenueGrowthAbs","TobinsQGrowth","AssetGrowth","MVGrowth","FirmSize","NormalizedDistance","Industry"
"3598",1604738,0.901801824569702,2018,0.0981981754302979,1604738,"8742",195520,379005,194.59,0.842,1.021,0.835,140.55,114241,1.67,230.11,68.97,"Micro_Nano_Cap",-5.43130215853518,124
"3599",1604778,0.894720792770386,2018,0.105279207229614,1604778,"3674",2973536,6381519,9218.45,1.647,1.593,1.451,-1.95,-59038,26.88,-2.16,-0.27,"Micro_Nano_Cap",1.38800943967958,55
"3600",1604821,0.862483084201813,2018,0.137516915798187,1604821,"8071",257654,268171,1533.96,5.158,5.237,3.28,22.15,46715,113.94,50,116.22,"Micro_Nano_Cap",32.4341883260334,96
"3601",1606163,0.873950600624084,2018,0.126049399375916,1606163,"1700",546526,249225,73.25,0.489,0.454,0.72,12.51,60787,-63.85,19.04,-26.4,"Micro_Nano_Cap",21.3905198385306,328
"3602",1606366,0.898724734783173,2018,0.101275265216827,1606366,"5812",435828,438517,521.22,1.251,1.268,1.212,8.5,34127,6.4,0.68,19.34,"Micro_Nano_Cap",-2.46794389878908,199
"3603",1606498,0.892518103122711,2018,0.107481896877289,1606498,"3842",652300,1827100,3360.81,1.678,1.674,1.183,6.65,40700,83.27,-16.51,56.48,"Micro_Nano_Cap",3.50928603994916,82
"3604",1606698,0.890067160129547,2018,0.109932839870453,1606698,"3669",14262,17941,4.48,1.11,1.423,1.133,41.33,4171,-4.04,12.33,-20.57,"Micro_Nano_Cap",5.8696403574457,63
"3605",1606745,0.87580931186676,2018,0.12419068813324,1606745,"7374",1615000,5224000,1056.7,0.816,0.275,0.737,2.93,46000,21.33,-4.74,6.16,"Micro_Nano_Cap",19.600507945612,208
"3606",1606757,0.888748168945312,2018,0.111251831054688,1606757,"3672",1072061,608758,506.44,0.757,0.801,0.965,15.16,141147,-42.89,9.7,-4.4,"Micro_Nano_Cap",7.13988064664515,117
"3607",1606909,0.905956864356995,2018,0.0940431356430054,1606909,"4412",372970,453475,152.46,0.768,0.708,0.732,56.7,134954,9.79,25.2,81.48,"Micro_Nano_Cap",-9.43276858540009,77
"3608",1607716,0.923747658729553,2018,0.0762523412704468,1607716,"",290321,2327255,598.93,0.794,0.763,0.591,8.32,22293,68.35,-5.55,35.91,"Micro_Nano_Cap",-26.5660019678507,37
"3609",1608249,0.898911595344543,2018,0.101088404655457,1608249,"",2604000,9179200,8658.49,1.517,1.466,1.571,18.37,404200,-6.84,5.49,2.74,"Micro_Nano_Cap",-2.64789795485308,179
"3610",1608638,0.927595913410187,2018,0.0724040865898132,1608638,"",1602202,1127192,530.76,1.089,1.132,1.253,8.66,127692,-26.05,7.41,-24.84,"Micro_Nano_Cap",-30.2720222937391,80
"3611",1609258,0.935093402862549,2018,0.0649065971374512,1609258,"1311",2,34,5.82,3356.675,108.424,61.129,0,0,10728.36,17.24,160.99,"Micro_Nano_Cap",-37.4923989604449,111
"3612",1609351,0.906793594360352,2018,0.0932064056396484,1609351,"",64725,814352,2087.1,1.873,2.274,4.595,436.42,52659,-117.88,32.03,-31.58,"Micro_Nano_Cap",-10.2385724255999,96
"3613",1609702,0.885200977325439,2018,0.114799022674561,1609702,"",2273200,3008400,8145.16,3.379,3.297,3.458,2.39,53000,-4.55,4.35,-7.65,"Micro_Nano_Cap",10.5559654263838,46
"3614",1609711,0.937586843967438,2018,0.0624131560325623,1609711,"7373",2660100,6083400,13720.93,2.571,2.621,1.308,19.19,428200,192.15,6.01,180.47,"Micro_Nano_Cap",-39.8936806278532,64
"3615",1609809,0.868999004364014,2018,0.131000995635986,1609809,"2834",28267,120472,326.57,1.616,2.147,2.258,-11.94,-3833,-56.58,-36.43,-45.53,"Micro_Nano_Cap",26.1591014185819,51
"3616",1609951,0.898806750774384,2018,0.101193249225616,1609951,"",190939,4192483,897.12,0.209,0.208,0.248,47.07,61113,-31.29,53.82,57.43,"Micro_Nano_Cap",-2.54692851797379,292
"3617",1609988,0.900144875049591,2018,0.0998551249504089,1609988,"7389",0,84,24.14,148.943,280.105,0.209,-100,-190939,141617.54,-100,-97.31,"Micro_Nano_Cap",-3.83559472487548,64
"3618",1610092,0.864765644073486,2018,0.135234355926514,1610092,"",5492524,1476359,1520.88,1.148,1.347,1.347,22.46,1007294,-29.4,-23.92,7.31,"Micro_Nano_Cap",30.2359935646392,183
"3619",1610114,0.901107847690582,2018,0.0988921523094177,1610114,"",444298,2286258,471.53,0.951,1.041,1.035,-1.08,-4832,-16.15,-8.64,-37.06,"Micro_Nano_Cap",-4.76297518094246,143
"3620",1610250,0.908065378665924,2018,0.0919346213340759,1610250,"5661",677949,587941,867.87,1.619,1.659,0.812,7.64,48133,197.77,3.95,303.9,"Micro_Nano_Cap",-11.4633506374779,21
"3621",1610418,0.913176000118256,2018,0.0868239998817444,1610418,"",256668,925428,1244.13,1.981,1.817,1.658,9.76,22820,38.77,-0.13,108.44,"Micro_Nano_Cap",-16.3850797204251,170
"3622",1610682,0.932971358299255,2018,0.0670286417007446,1610682,"4013",114259,287295,213.67,1.517,1.644,1.553,4.66,5089,-4.61,-6.1,25.87,"Micro_Nano_Cap",-35.448786742266,23
"3623",1611277,0.883283972740173,2018,0.116716027259827,1611277,"",9564,60937,84.68,1.424,1.568,18.34,137.32,5534,-183.55,1025.96,-1.97,"Micro_Nano_Cap",12.4021160966009,251
"3624",1611647,0.907811343669891,2018,0.0921886563301086,1611647,"2040",193237,139965,1301.28,9.591,9.103,4.152,23.57,36858,260.68,4.53,132.24,"Micro_Nano_Cap",-11.2187049638113,293
"3625",1611983,0.912229955196381,2018,0.0877700448036194,1611983,"4841",22256,12098437,2140.42,1.301,1.241,1.844,70,9164,-58.6,1.4,-17.09,"Micro_Nano_Cap",-15.4740013223876,326
"3626",1613103,0.88721227645874,2018,0.11278772354126,1613103,"3845",29953000,89928000,129757,1.518,1.708,1.37,0.82,243000,21.5,-8.52,17.45,"Micro_Nano_Cap",8.61900540474951,82
"3627",1615063,0.911202609539032,2018,0.088797390460968,1615063,"7372",141381,207912,138.58,1.134,1.465,1.708,15.37,18837,-66.88,-5.07,-51.07,"Micro_Nano_Cap",-14.4846271245186,253
"3628",1615165,0.872546374797821,2018,0.127453625202179,1615165,"7374",27047,117754,188.17,1.021,1.412,7.773,87.66,12634,-172.86,32.97,-48.02,"Micro_Nano_Cap",22.7428444340049,289
"3629",1615219,0.885935127735138,2018,0.114064872264862,1615219,"2834",838,10390,9.22,-0.327,0.922,0.507,-34.22,-436,-327.35,-70.31,-85.26,"Micro_Nano_Cap",9.8489497617777,27
"3630",1616000,0.908095061779022,2018,0.0919049382209778,1616000,"7011",1181747,3168718,2670.65,1.186,1.135,0.987,18.65,185723,40.12,1.75,24.19,"Micro_Nano_Cap",-11.4919366406422,10
"3631",1616262,0.89873480796814,2018,0.10126519203186,1616262,"2060",38075,28105,61.18,2.122,2.166,2.323,-0.58,-221,-17.22,-1.59,-8.6,"Micro_Nano_Cap",-2.47764477134883,33
"3632",1616318,0.896440029144287,2018,0.103559970855713,1616318,"3480",2308463,2614836,1049.32,0.666,0.696,0.767,-9.36,-238429,-26.2,-12.16,-10.93,"Micro_Nano_Cap",-0.267682679334791,164
"3633",1616543,0.902374863624573,2018,0.0976251363754272,1616543,"3823",18913,159973,793.88,3.995,4.147,6.779,196.77,12540,-81.73,248.19,96.93,"Micro_Nano_Cap",-5.98316126379811,153
"3634",1616707,0.903558433055878,2018,0.0964415669441223,1616707,"5961",6779174,1890850,8588.77,10.25,6.315,5.015,43.6,2058279,207.73,55.83,103.41,"Micro_Nano_Cap",-7.12298508876235,297
"3635",1616862,0.839857637882233,2018,0.160142362117767,1616862,"2851",4696000,6490900,7051.77,1.535,1.543,1.538,7.29,319000,-0.39,-2.15,0.49,"Micro_Nano_Cap",54.2233813242618,71
"3636",1618673,0.913965702056885,2018,0.0860342979431152,1618673,"5141",17619900,4000900,3419.62,1.144,1.041,1.084,5.12,858100,11.01,5.17,16.31,"Micro_Nano_Cap",-17.1455936881419,12
"3637",1618732,0.861159920692444,2018,0.138840079307556,1618732,"7372",1155457,1599880,7066.71,4.967,4.749,4.044,50.67,388588,45.42,120.35,234.56,"Micro_Nano_Cap",33.7084467281274,15
"3638",1618756,0.917382419109344,2018,0.0826175808906555,1618756,"5812",6961314,27472324,14533.57,1.336,1.886,1.191,17.47,1035036,24.23,2.9,-5.15,"Micro_Nano_Cap",-20.436026337506,174
"3639",1618921,0.886303603649139,2018,0.113696396350861,1618921,"5912",131537000,68124000,68218.31,1.186,1.257,1.441,11.27,13323000,-35.22,3.2,-22.52,"Micro_Nano_Cap",9.49409299157429,104
"3640",1620179,0.85733836889267,2018,0.14266163110733,1620179,"7389",1586222,1623557,992.87,1.456,1.408,1.136,37.65,433898,56.06,-4.82,18.78,"Micro_Nano_Cap",37.3887511314905,46
"3641",1620533,0.900304019451141,2018,0.0996959805488586,1620533,"5810",459310,367999,1719.25,5.078,5.988,2.99,28.01,100500,138.97,29.26,114.99,"Micro_Nano_Cap",-3.98885703099697,174
"3642",1621832,0.919584512710571,2018,0.0804154872894287,1621832,"3341",4449,71371,106.64,1.037,1.769,1.944,113.07,2361,-92.85,-4.13,-17.11,"Micro_Nano_Cap",-22.5567289216478,86
"3643",1621906,0.906055450439453,2018,0.0939445495605469,1621906,"1090",63,31637,33.08,2.069,2.146,0.763,142.31,37,340.62,11.08,81.66,"Micro_Nano_Cap",-9.52771085293752,53
"3644",1622057,0.90983772277832,2018,0.0901622772216797,1622057,"2834",0,117,5.39,61.915,51.155,6.011,-100,-3000,1850.76,-87,-2.53,"Micro_Nano_Cap",-13.1701875934789,27
"3645",1622345,0.941754102706909,2018,0.0582458972930908,1622345,"3690",24046,25240,57.92,1.701,2.211,1.394,66.77,9627,43.83,2.92,21.5,"Micro_Nano_Cap",-43.906914385338,63
"3646",1623590,0.89204728603363,2018,0.10795271396637,1623590,"7389",35,1240,16.23,10.773,13.089,51.954,-93.79,-529,-157.74,9.64,-45.45,"Micro_Nano_Cap",3.96270137929511,78
"3647",1624794,0.868506252765656,2018,0.131493747234344,1624794,"2891",326222,333180,876.97,2.512,2.327,1.815,-0.26,-862,76.42,-16.22,31.42,"Micro_Nano_Cap",26.6336405514307,63
"3648",1626745,0.834980428218842,2018,0.165019571781158,1626745,"5900",96,348,584.72,1482.322,1679.693,2.325,-99.97,-278979,126675.01,-99.93,-53.1,"Micro_Nano_Cap",58.9203256915642,136
"3649",1627223,0.867435991764069,2018,0.132564008235931,1627223,"2800",6638000,7316000,7314.31,1.283,1.423,1.684,7.36,455000,-47.39,0.87,-21.62,"Micro_Nano_Cap",27.664343910501,106
"3650",1627606,0.9034343957901,2018,0.0965656042098999,1627606,"5400",162488,93014,88.39,0.38,0.811,0.979,-6.79,-11829,-121.76,-16.4,-39.26,"Micro_Nano_Cap",-7.00353233256803,293
"3651",1628908,0.881602764129639,2018,0.118397235870361,1628908,"8741",627063,1722281,2005.42,1.6,1.29,0.955,44.17,192113,134.4,31.2,50.1,"Micro_Nano_Cap",14.0211859866619,15
"3652",1629665,0.871595978736877,2018,0.128404021263123,1629665,"2870",13205,24359,1521.23,66.656,62.823,78.928,1689.3,12467,-30.94,21.5,0.61,"Micro_Nano_Cap",23.6581131497753,197
"3653",1630212,0.874008238315582,2018,0.125991761684418,1630212,"2836",1562,13396,203.84,13.539,14.901,22.27,44.9,484,-78.02,5.74,5.13,"Micro_Nano_Cap",21.3350124789727,169
"3654",1630805,0.886546075344086,2018,0.113453924655914,1630805,"3433",1062388,745497,180.48,0.349,0.485,0.209,-31.8,-495347,133.3,-39.11,42.01,"Micro_Nano_Cap",9.26058323078693,144
"3655",1631282,0.88281261920929,2018,0.11718738079071,1631282,"7372",11,1377,40.81,290.884,237.956,128.81,-92.2,-130,250.39,-4.64,-87.94,"Micro_Nano_Cap",12.8560480504618,277
"3656",1631574,0.875961065292358,2018,0.124038934707642,1631574,"2834",14414,295940,1514.49,3.909,4.518,2.194,289.15,10710,155.55,62.74,138.24,"Micro_Nano_Cap",19.4543634394752,51
"3657",1632127,0.912561178207397,2018,0.0874388217926025,1632127,"4841",1072295,2303234,4871.88,2.632,2.577,2.399,11.69,112266,19.33,3.83,13.5,"Micro_Nano_Cap",-15.7929820846037,179
"3658",1632790,0.92566043138504,2018,0.0743395686149597,1632790,"3690",1797700,3141900,3784.02,1.729,1.913,1.973,2.39,42000,-24.61,76.92,33.2,"Micro_Nano_Cap",-28.4080771235604,103
"3659",1633917,0.86863499879837,2018,0.13136500120163,1633917,"7389",15444000,43108000,108223.2,2.188,2.216,1.124,18.1,2367000,188.38,5.97,43.69,"Micro_Nano_Cap",26.5096530678268,205
"3660",1633978,0.9080730676651,2018,0.0919269323348999,1633978,"3669",1247700,1455900,3882.25,2.261,2.771,2.581,24.57,246100,-24.67,18.46,7.12,"Micro_Nano_Cap",-11.4707554455265,94
"3661",1634117,0.874223113059998,2018,0.125776886940002,1634117,"5940",2203617,1039211,265.08,0.366,0.445,0.34,17.57,329255,15.22,-20.05,3.61,"Micro_Nano_Cap",21.1280796649023,208
"3662",1634997,0.905981957912445,2018,0.0940180420875549,1634997,"4911",6456000,32161000,15320.46,0.669,0.642,0.638,8.01,479000,9.67,1.55,1.97,"Micro_Nano_Cap",-9.45693466438029,79
"3663",1635282,0.90568071603775,2018,0.0943192839622498,1635282,"7389",252790,117976,430.34,6.454,4.578,1.266,18.89,40157,815.49,-2.86,114.85,"Micro_Nano_Cap",-9.16682691339227,131
"3664",1636222,0.904710114002228,2018,0.0952898859977722,1636222,"5812",153181,139749,1937.71,17.302,16.788,9.106,45.12,47629,179.11,16.62,105.59,"Micro_Nano_Cap",-8.2320990508895,199
"3665",1636519,0.923726320266724,2018,0.0762736797332764,1636519,"7990",1559095,3736173,5941.07,1.767,1.853,1.109,18.25,240643,118.07,0.63,39.38,"Micro_Nano_Cap",-26.5454521904757,0
"3666",1637207,0.940617382526398,2018,0.0593826174736023,1637207,"7997",572898,938575,4431.36,4.409,6.127,4.564,33.25,142956,-6.76,37.08,105.31,"Micro_Nano_Cap",-42.8122082280185,40
"3667",1637459,0.886690616607666,2018,0.113309383392334,1637459,"2030",26268000,103461000,70423.75,0.822,0.94,1.038,0.14,36000,-41.41,-13.95,-29.97,"Micro_Nano_Cap",9.12138431979646,33
"3668",1638290,0.895595729351044,2018,0.104404270648956,1638290,"3730",332725,176924,695.49,4.056,3.896,4.227,45.53,104091,-8.05,112.34,104.14,"Micro_Nano_Cap",0.545411165688048,247
"3669",1638833,0.881044268608093,2018,0.118955731391907,1638833,"8062",1771456,4567074,760.43,0.986,0.769,0.88,32.08,430237,23.97,1.71,63.99,"Micro_Nano_Cap",14.5590390984066,233
"3670",1638911,0.895165979862213,2018,0.104834020137787,1638911,"3721",0,26,11.73,2291.102,692.101,694.728,-100,-5,457.27,-23.53,0,"Micro_Nano_Cap",0.959276793828856,251
"3671",1639300,0.893807351589203,2018,0.106192648410797,1639300,"5331",1241377,1159003,5796.47,4.029,4.759,2.85,15.26,164345,82.32,11.64,109.51,"Micro_Nano_Cap",2.26768915552673,21
"3672",1639691,0.909666836261749,2018,0.0903331637382507,1639691,"3845",831992,1945539,6321.81,2.402,2.223,1.322,7.01,54513,162.57,5.49,100.16,"Micro_Nano_Cap",-13.0056171696398,49
"3673",1640266,0.941185176372528,2018,0.0588148236274719,1640266,"2836",7619,177029,598.12,1.933,2.955,2.944,-24.82,-2516,-68.34,-4.04,49.71,"Micro_Nano_Cap",-43.3590159913568,27
"3674",1640455,0.940876424312592,2018,0.0591235756874084,1640455,"",65201,214452,220.24,0.003,0.896,0.791,-8.99,-6443,-198.25,-27.71,-54.3,"Micro_Nano_Cap",-43.0616756371586,273
"3675",1641489,0.898821413516998,2018,0.101178586483002,1641489,"2834",12434,8559,11.33,4.193,15.071,7.78,4172.85,12143,-91.75,-69.34,-79.09,"Micro_Nano_Cap",-2.56104931471757,27
"3676",1641614,0.900712609291077,2018,0.0992873907089233,1641614,"2750",255814,207204,38.17,1.595,1.634,1.408,0.37,952,26.43,-11.45,-30.49,"Micro_Nano_Cap",-4.38234508660104,46
"3677",1641751,0.925866663455963,2018,0.0741333365440369,1641751,"3443",5,32,1.86,45.24,69.901,117.329,66.67,2,-122.27,88.24,-32.12,"Micro_Nano_Cap",-28.6066867037778,176
"3678",1641991,0.905108392238617,2018,0.0948916077613831,1641991,"",2090100,2551800,2289.81,1.09,1.015,0.867,7.1,138600,51.18,-5.1,41.97,"Micro_Nano_Cap",-8.61565662748268,117
"3679",1643301,0.843444108963013,2018,0.156555891036987,1643301,"2834",521,3396,102.84,28.85,21.738,42.912,204.68,350,-65.21,61.71,-14.09,"Micro_Nano_Cap",50.7694688817013,108
"3680",1643988,0.938321590423584,2018,0.061678409576416,1643988,"7363",87,28,0.61,14.48,26.349,3.007,93.33,42,759.27,-66.67,-58.78,"Micro_Nano_Cap",-40.6012703085872,130
"3681",1644378,0.862638175487518,2018,0.137361824512482,1644378,"8742",351827,478702,1465.85,3.032,4.89,2.548,52.05,120431,37.8,41.55,97.18,"Micro_Nano_Cap",32.2848293295809,218
"3682",1645113,0.890922665596008,2018,0.109077334403992,1645113,"3841",248069,339793,4189.9,15.191,12.79,6.413,40.13,71043,272.39,28.08,130.77,"Micro_Nano_Cap",5.04575500922031,27
"3683",1645590,0.888102829456329,2018,0.111897170543671,1645590,"3570",30852000,53090000,24208.62,0.518,0.656,0.515,6.86,1981000,1.16,-6.44,11.97,"Micro_Nano_Cap",7.76136790820974,131
"3684",1647088,0.93496310710907,2018,0.0650368928909302,1647088,"7350",751412,2752485,1588.86,1.275,1.216,1.254,68.5,305470,3.33,95.11,217.77,"Micro_Nano_Cap",-37.3669190349087,204
"3685",1649989,0.853847920894623,2018,0.146152079105377,1649989,"2836",3088,22283,61.74,4.296,4.161,2.523,-18.99,-724,139.84,7.47,38.99,"Micro_Nano_Cap",40.750189575863,27
"3686",1651308,0.872127294540405,2018,0.127872705459595,1651308,"2834",198220,2220142,9879.61,3.501,3.467,3.946,-16.85,-40167,-22.44,113.72,232.55,"Micro_Nano_Cap",23.1464351734581,327
"3687",1651407,0.902610003948212,2018,0.0973899960517883,1651407,"2834",3506,24899,111.98,3.431,3.856,7.194,103.25,1781,-104.09,16.28,-18.71,"Micro_Nano_Cap",-6.20961062621358,139
"3688",1651958,0.918218851089478,2018,0.0817811489105225,1651958,"2844",1778,1938,82.72,53.431,39.707,378.967,17.75,268,-170.94,128.27,-43.91,"Micro_Nano_Cap",-21.241543169642,103
"3689",1652044,0.902522623538971,2018,0.0974773764610291,1652044,"7370",136819000,232055000,355704.8,3.339,3.361,3.069,23.42,25964000,17.51,18.03,26.52,"Mid_Cap",-6.1254598618787,85
"3690",1652130,0.910395979881287,2018,0.0896040201187134,1652130,"2835",30434,347315,1258.43,2.951,2.891,2.707,16.53,4317,17.94,-7.69,55.22,"Micro_Nano_Cap",-13.7078110987725,139
"3691",1652535,0.881070494651794,2018,0.118929505348206,1652535,"3674",823611,484126,545.15,1.262,1.315,1.925,25.57,167719,-68.54,-13.03,-7.89,"Micro_Nano_Cap",14.5337823887836,117
"3692",1652561,0.911291122436523,2018,0.0887088775634766,1652561,"2844",220,379,475.88,1191.71,1363.534,249.745,21.55,39,750.57,-43.68,161.36,"Micro_Nano_Cap",-14.5698685194963,103
"3693",1653477,0.880953550338745,2018,0.119046449661255,1653477,"2800",1133600,1312300,4146.21,3.855,3.295,3.341,16.58,161200,30.62,41.69,60.9,"Micro_Nano_Cap",14.6464043530571,16
"3694",1653653,0.856257200241089,2018,0.143742799758911,1653653,"7011",1681030,3897693,2107.6,1.264,1.468,1.147,4.05,65414,20.3,11.77,36.28,"Micro_Nano_Cap",38.4299589856994,138
"3695",1657788,0.906176328659058,2018,0.0938236713409424,1657788,"1311",66927,753285,624.55,1.072,0.885,0.951,116.01,35944,25.32,155.1,139.32,"Micro_Nano_Cap",-9.64412132365452,275
"3696",1659166,0.867806494235992,2018,0.132193505764008,1659166,"3823",6452700,12905600,29684.93,2.404,2.312,2.934,-3.05,-203300,-35.95,22.9,26.66,"Micro_Nano_Cap",27.3075354854631,128
"3697",1665918,0.876556694507599,2018,0.123443305492401,1665918,"5140",24175000,9179000,6920.54,1.11,1.068,1.042,0.12,27839,12.99,1.81,13.89,"Micro_Nano_Cap",18.8807491229688,33
"3698",1666134,0.900433301925659,2018,0.0995666980743408,1666134,"7372",227788,493868,3010.32,6.237,4.89,4.012,28.67,50757,110.36,12.02,67.61,"Micro_Nano_Cap",-4.1133611291159,35
"3699",1666138,0.931669056415558,2018,0.0683309435844421,1666138,"3690",1835139,1323898,1221.36,1.531,1.509,1.455,22.02,331205,10.39,9.1,6.18,"Micro_Nano_Cap",-34.1946189046449,93
"3700",1667313,0.884629607200623,2018,0.115370392799377,1667313,"7372",10833,11719,22.68,2.322,3.378,1.958,8,802,36.99,-6.48,38.12,"Micro_Nano_Cap",11.106217286489,97
"3701",1668397,0.909818649291992,2018,0.0901813507080078,1668397,"8731",704590,967220,2236.74,2.368,2.114,1.472,82.32,318128,121.13,2.42,74.4,"Micro_Nano_Cap",-13.1518190773894,107
"3702",1668673,0.886853754520416,2018,0.113146245479584,1668673,"5122",528614,451488,682.43,2.473,2.42,2.734,98.22,261927,-19,234.81,106.77,"Micro_Nano_Cap",8.96427610561872,148
"3703",1669779,0.862809419631958,2018,0.137190580368042,1669779,"5500",4792017,2660744,732.02,0.983,1.49,1.253,11.83,506762,-42.88,10.59,-35.9,"Micro_Nano_Cap",32.1199144960652,185
"3704",1669811,0.83685690164566,2018,0.16314309835434,1669811,"7380",963000,859000,705.5,1.057,1.053,1.318,-4.17,-41900,-39.41,-1.41,0.13,"Micro_Nano_Cap",57.1132081180372,194
"3705",1670541,0.912223279476166,2018,0.0877767205238342,1670541,"3714",17439000,10436000,3800.23,0.65,0.599,0.9,7.56,1226000,-55.28,-14.07,-44.53,"Micro_Nano_Cap",-15.4675723417562,215
"3706",1671584,0.868931531906128,2018,0.131068468093872,1671584,"2834",23067,67494,115.84,1.22,1.715,-0.31,57.37,8409,-982.16,-42.32,190.76,"Micro_Nano_Cap",26.2240800442484,155
"3707",1672013,0.912777960300446,2018,0.0872220396995544,1672013,"3949",1633721,1613593,2011.77,1.486,1.376,1.087,4.71,73463,73.05,-0.21,64.16,"Micro_Nano_Cap",-16.0017517502831,247
"3708",1672326,0.880225539207458,2018,0.119774460792542,1672326,"",21471,77361,5.81,0.501,0.562,0.658,-15.61,-3973,-47.48,-14.65,-65.48,"Micro_Nano_Cap",15.347507651547,325
"3709",1673358,0.896073579788208,2018,0.103926420211792,1673358,"5812",8415000,4521000,12240.9,2.602,2.795,2.823,17.79,1271000,-15.58,8.57,-11.59,"Micro_Nano_Cap",0.0852224360341047,174
"3710",1673475,0.870865404605865,2018,0.129134595394135,1673475,"8900",0,0,7.27,310.858,11112.157,1.429,-100,-9569000,43090.53,-100,-99.97,"Micro_Nano_Cap",24.3616847176147,284
"3711",1673985,0.903698742389679,2018,0.096301257610321,1673985,"2821",1514984,1034626,1059.16,1.222,1.091,1.513,2.7,39790,-38.27,-1.49,1.69,"Micro_Nano_Cap",-7.25810848524548,119
"3712",1674168,0.896080791950226,2018,0.103919208049774,1674168,"7000",1852000,2753000,3040.63,1.54,1.526,1.976,17.51,276000,-43.91,15.48,-14.76,"Micro_Nano_Cap",0.0782768408877699,10
"3713",1674335,0.914240956306458,2018,0.0857590436935425,1674335,"2430",4346703,2843990,2719.76,1.316,1.307,1.771,15.48,582769,-51.13,6.15,-23.88,"Micro_Nano_Cap",-17.410674335958,63
"3714",1674416,0.913092136383057,2018,0.0869078636169434,1674416,"2836",3124,489016,2444.59,3.453,3.963,1.658,-92.38,-37873,215.44,80.22,214.49,"Micro_Nano_Cap",-16.3043156512443,51
"3715",1674862,0.902306318283081,2018,0.0976936817169189,1674862,"5160",3743000,8224000,5265.02,0.909,0.876,0.734,14.82,483000,47.45,-4.26,32.72,"Micro_Nano_Cap",-5.91714940910158,81
